date,title,sentiment_label,sentiment_score
2010-11-11,"Benzinga's Top Downgrades (AA, THOR, GWW, XCO)",Positive,1
2010-11-12,Options Brief: Agilent Technologies (A),Positive,1
2010-11-15,"Agilent Has Solid Q4, Ups Guidance - Analyst Blog",Negative,-1
2010-11-16,"Zacks Analyst Blog Highlights: Wendy's/Arby's Group Inc., Agilent Technologies', Ametek Inc., Cognex",Positive,1
2010-11-17,The Celtic Chimera,Positive,1
2010-11-18,Aloca Up 3% (AA),Negative,-1
2010-11-19,"Stock Market News for November 19, 2010 - Market News",Positive,1
2010-11-22,Base Metals Get Push From Weak Dollar,Neutral,0
2010-11-23,Cardinal to Buy Kinray - Analyst Blog,Positive,1
2010-11-24,Base Metals Turn Higher; Copper Up 1.8%,Negative,-1
2010-11-25,First mover: Stockopedia talks to Graham Ferguson of First Derivatives,Positive,1
2010-11-26,ABB Invests in Renewable Energy - Analyst Blog,Positive,1
2010-11-27,Oracle/SAP Verdict: Weekly Tech Recap,Positive,1
2010-11-29,Agilent Technologies Awarded $1.8 Million Contract by U.S. Navy,Negative,-1
2010-11-30,Alcoa Names New Vice Presidents,Positive,1
2010-12-01,Base Metals Higher; Copper Rises 0.5%,Negative,-1
2010-12-02,"Alcoa Breaking Out (AA, CENX)",Positive,1
2010-12-03,Stocks Hold Steady as Weak Dollar Offsets Jobs Report,Neutral,0
2010-12-06,5 Companies That Should Leave the Dow,Positive,1
2010-12-07,"Aaron's, Inc. Shareholders Approve Reclassification Proposal",Positive,1
2010-12-08,Olivier Jarrault Named President of Alcoa Engineered Products and Solutions,Positive,1
2010-12-09,Ball Corp to Buy Aerocan - Analyst Blog,Positive,1
2010-12-10,Base Metals Mixed; Copper Gains 0.7%,Negative,-1
2010-12-11,Google Opens eBooks: Weekly Tech Recap,Positive,1
2010-12-13,10 Best Dow Dividend Stocks for 2011,Positive,1
2010-12-14,Why 'Year's Best' Stocks May Flop in 2011,Neutral,0
2010-12-15,J.P. Morgan Upgrades Agilent Tech To OW; PT Goes From $40 To $46,Negative,-1
2010-12-16,Techs Take Markets Higher,Positive,1
2010-12-17,JDS Uniphase Remains Neutral - Analyst Blog,Positive,1
2010-12-18,[Video] Business Development Companies (BDCs) - One Way to Find Yield,Positive,1
2010-12-20,"Metals, Mining Stocks Moving Higher (PZG, SA, AAU, SLW, FCX, AEM)",Negative,-1
2010-12-21,"Top 4 Stocks In The Aluminum Industry With The Highest EPS Estimates (KALU, NOR, AA, CENX)",Positive,1
2010-12-22,Alcoa Starting To Break Out (AA),Negative,-1
2010-12-23,"5 Best & Worst Performers In The Dow (AA, MRK, BAC, DIS, TRV)",Positive,1
2010-12-24,Adobe Rich Internet App Pricing Could Accelerate,Positive,1
2010-12-26,Accenture plc - Growth & Income,Positive,1
2010-12-27,Khodorkovsky Case Speaks Truth to Globalization,Positive,1
2010-12-28,Zacks #1 Rank Additions for Tuesday - Tale of the Tape,Positive,1
2010-12-29,Investor Interest Fuels Commodity Rally,Positive,1
2010-12-30,Alcoa Names Keith Walton VP,Positive,1
2010-12-31,Alcoa Continues To Hit New Intra-Day Highs (AA),Negative,-1
2011-01-01,"Nonfarm Payroll, Fed Testimony: Coming Week",Positive,1
2011-01-03,'Fast Money' Recap: Roaring Start,Positive,1
2011-01-04,"Research in Motion: Targets, Estimates",Positive,1
2011-01-05,'Fast Money' Recap: M&A Boost,Positive,1
2011-01-06,Earnings Season to Kickoff - Earnings Preview,Positive,1
2011-01-07,'Fast Money' Recap: Bank Bombshell,Positive,1
2011-01-08,"Alcoa, Plenty of Data on Tap in Coming Week",Positive,1
2011-01-09,Earnings Continuing to Grow - Earnings Trends,Positive,1
2011-01-10,KNIGHTSBRIDGE (VLCCF) - Profit Tracks,Positive,1
2011-01-11,"Alcoa: New Targets, Estimates",Positive,1
2011-01-12,"Short Interest Slides on Healthcare Names (DNEX, BEC, PLL)",Positive,1
2011-01-13,Agilent Technologies Appoints Dr. Tachi Yamada to Board,Positive,1
2011-01-14,Dahlman Rose Upgrades Alcoa and Reliance Steel & Aluminum,Positive,1
2011-01-16,"Asbury Automotive Group, Inc. - Value",Positive,1
2011-01-17,Off to a Good Start - Earnings Trends,Negative,-1
2011-01-18,Bad News Easily Absorbed 01-18-2011,Positive,1
2011-01-19,Agilent Technologies to Acquire Assets of A2 Technologies,Positive,1
2011-01-20,Market Re-Run 01-20-2011,Positive,1
2011-01-21,Alcoa Announces Dividend & Stock Contribution to Pension Plans,Positive,1
2011-01-23,A Good Start to Earnings Season - Earnings Trends,Negative,-1
2011-01-24,Timers Market 01-24-2011,Positive,1
2011-01-25,Waters Outperforms - Analyst Blog,Positive,1
2011-01-26,Ball Corp. Realigns Production - Analyst Blog,Positive,1
2011-01-27,Precision Castparts Beats Slightly - Analyst Blog,Neutral,0
2011-01-28,"Sell Off Accelerating. Is It Due To Egypt? (SPY, QQQQ, DIA)",Positive,1
2011-01-30,Margins Marching Higher - Earnings Trends,Negative,-1
2011-01-31,Margins Marching Higher - Earnings Trends,Negative,-1
2011-02-01,"Deutsche Bank Issues Industry Alert - Metals And Mining (AA, ANR, ACI, ABX, CLF, FCX, NUE)",Positive,1
2011-02-02,"Stock Market News for Feb 02, 2011 - Market News",Positive,1
2011-02-03,The Advisory Board Company Reports Q3 EPS of $.24 vs. $.32,Neutral,0
2011-02-04,Deutsche Bank Reiterates AmerisourceBergen Hold Rating (ABC),Positive,1
2011-02-05,Colombia News Items,Positive,1
2011-02-07,"Options Brief: Advance Auto Parts, Inc. (AAP)",Positive,1
2011-02-08,"Top 4 Large-Cap Stocks In The Drugs Wholesale Industry With The Lowest PEG Ratio (MHS, ABC, CAH, MCK",Neutral,0
2011-02-09,Advance Auto Parts Reports Q4 EPS of $0.57 vs. $0.54,Neutral,0
2011-02-10,Eyes Were On Egypt 02-10-2011,Positive,1
2011-02-11,J.P. Morgan Raises Agilent Technologies PT To $50 (A),Negative,-1
2011-02-13,"Earnings Scheduled For February 14 (MAS, MAR, DBD, A, MGM, SKH, CW, VAL, FTI, AEIS, ACGL, CNGL, ASF)",Positive,1
2011-02-14,Agilent Technologies Reports First Quarter 2011 Results: EPS of $0.54,Positive,1
2011-02-15,Jefferies Raises Agilent Technologies PT To $55 (A),Negative,-1
2011-02-16,"Aaron's Reports 4Q EPS And Revenue Beat, Sterne Agee Remains Neutral",Neutral,0
2011-02-17,Short-Term Technicals Extended 02-17-2011,Positive,1
2011-02-18,Stocks on the Move (ACE) New Year High,Positive,1
2011-02-22,Should Apple Become a Game Developer?,Positive,1
2011-02-23,"Top 4 Stocks In The General Building Materials Industry With The Highest Cash (FAST, TECUA, APOG, AA",Positive,1
2011-02-24,Active Screen - CANSLIM: Top 8 for February 17th,Positive,1
2011-02-25,Arch Capital Group Ltd. Announces Additional $1 Billion Share Repurchase Authorization,Positive,1
2011-02-28,Oak Street Wealth Management's Market Commentary 2-28-11,Positive,1
2011-03-01,Agilent Technologies Acquires BIOCIUS Life Sciences,Positive,1
2011-03-02,J.P. Morgan Expects Agilent Analyst Meeting To Be A Positive Catalyst Owing To Updates On New Produc,Negative,-1
2011-03-03,March Market Madness: Alcoa (AA),Positive,1
2011-03-04,"Benzinga's Top Performing Industries, March 4th (NFLX, AXU, SCOK, MVG, HLS, DVA, A, WAT)",Positive,1
2011-03-07,Wunderlich Reports Growing Confidence In Abiomed's Project II Data,Negative,-1
2011-03-08,"Top 4 Small-Cap Stocks In The Recreational Vehicles Industry With The Highest EPS Estimates (THO, AC",Positive,1
2011-03-09,Alcoa Completes TransDigm Aerospace Fastener Acquisition,Negative,-1
2011-03-10,Agilent Technologies' Latest GoldenGate RFIC Simulation Software Raises the Bar on Performance and U,Positive,1
2011-03-11,Agilent Technologies' Operations in Japan Remain Unaffected by Earthquake (A),Positive,1
2011-03-14,"AmerisourceBergen CEO Dave Yost to Retire, Steve Collis Named Successor",Positive,1
2011-03-15,Atlantic American Corporation Regains Compliance with Nasdaq,Negative,-1
2011-03-16,Credit Suisse Reiterates OP Rating On ACE,Positive,1
2011-03-17,Goldman Sachs Raises AA Estimates,Negative,-1
2011-03-18,eBooks Experience Surge in Sales,Negative,-1
2011-03-21,"Mad Money Lightning Round: Cramer Advises Investors To Buy Starbucks (SBUX, SLB, HMC, A, LLNW, MCP, ",Positive,1
2011-03-22,Puts Bought on ABB Ltd (ABB),Positive,1
2011-03-23,Three Materials ETFs Your Broker Forget To Mention,Positive,1
2011-03-24,Agilent Technologies Expands Life Sciences and Chemical Analysis Center of Excellence in India,Negative,-1
2011-03-25,Active Screen - CANSLIM: Top 8 for March 24th,Positive,1
2011-03-28,Market at Point of Indecision 03-28-2011,Positive,1
2011-03-29,"Aaron's Announces Hiring Plans to Create Nearly 1,00 jobs",Positive,1
2011-03-30,When Inflation Wreaks Havoc on Earnings,Neutral,0
2011-03-31,Options Brief: Arch Capital Group Ltd (ACGL),Positive,1
2011-04-01,Active Screen - CANSLIM: Top 8 for April 1st,Positive,1
2011-04-02,ETF Showdown: This One's For Goldfinger,Positive,1
2011-04-04,Alcoa Names New Chief Technology Officer (AA),Positive,1
2011-04-05,Grind Continues 04-05-2011,Positive,1
2011-04-06,Straddle Earnings 04-06-2011,Positive,1
2011-04-07,Will the ECB Drag the Market Lower,Neutral,0
2011-04-08,A Look Ahead: Next Week's ETFs To Watch,Positive,1
2011-04-10,"Stocks To Watch For April 11 (AA, SHAW, SKBI, CPC, JOEZ)",Positive,1
2011-04-11,"Stocks To Watch For April 12 (FAST, AA, PG, MG, WMS)",Positive,1
2011-04-12,Catalysts Bulls May Look For,Positive,1
2011-04-13,"Alcoa Announces Pricing of $1,250,000,000 Notes Offering, $1.2M Proceeds (AA)",Positive,1
2011-04-14,What Can the World's Largest Aluminum Company Tell us about the Market? (AA),Positive,1
2011-04-15,Piper Jaffray Reiterating Overweight On Impax Laboratories (IPXL),Positive,1
2011-04-17,04/17/2011 Weekend Update & Outlook - Markets Visit Their Moving Averages,Positive,1
2011-04-18,Stocks to watch on Tuesday April 18,Positive,1
2011-04-19,"REITs Off Earlier Highs, Warning Sign? (IYR, GGP, SPG, VNO)",Positive,1
2011-04-20,This Time Seems Different...(SLW),Positive,1
2011-04-21,Ma'aden/Alcoa Joint Venture Breaks Ground on State-of-the-Art Rolling Mill (AA),Negative,-1
2011-04-22,9 Stocks That Gain Every Earnings Day,Positive,1
2011-04-24,Greece will not be 'allowed' to default until policy shores up the Irish bond market,Positive,1
2011-04-25,"Mad Money Lightning Round: Cramer Likes Buffalo Wild Wings, Alcoa (BWLD, IDCC, IBKR, AA, PNRA, CMG, ",Positive,1
2011-04-26,Jefferies Raises PT On Agilent Technologynies To $56,Negative,-1
2011-04-27,Contrarian Investing Strategy - What Would a Contrarian Investor Do Now?,Positive,1
2011-04-28,"CEOWORLD top 6 buy Materials stocks list for 28 April- SWC, SSRI, SLW, AAU, ROC, FCX",Positive,1
2011-04-29,"China MediaExpress Holdings, Inc. Receives Notification From Nasdaq",Positive,1
2011-05-02,"Goldman Sachs Upgrades Alcoa To Buy, Raises Price Target (AA)",Negative,-1
2011-05-03,"Defense, Defense 05-03-2011",Positive,1
2011-05-04,Points to Consider When Selling Options 05-04-2011,Positive,1
2011-05-05,Straddle Pricing Can Reveal Clues 05-05-2011,Positive,1
2011-05-06,Morgan Stanley Overweight On Alcoa (AA),Positive,1
2011-05-08,"Top Investment Services stocks Buy Signals- SMHG, LTS, ENV, RODM, MSCI, ICH, LAB, COWN, FXCM, ICE, C",Positive,1
2011-05-09,Taking a Look at Index Options 05-09-2011,Positive,1
2011-05-10,Options Brief: Advance Auto Parts (AAP),Positive,1
2011-05-11,"Stocks Retreat as Energy, Materials Shares Fall",Neutral,0
2011-05-12,"Earnings Scheduled For May 13 (A, SVA, CADC, TRIT, ERF, VALV, GNET, TRBR, SIHI)",Positive,1
2011-05-13,"Top day traders Stocks and nalyst Upgrades & Downgrades on 5/13/11- NVDA, PNSN, VRML, A, YHOO, DF",Neutral,0
2011-05-16,J.P. Morgan Raises PT From $53 To $59 And Reiterates Overweight Rating On Agilent Technologies (A),Negative,-1
2011-05-17,Options Brief: Advance Auto Parts (AAP),Positive,1
2011-05-18,ETF Ideas Circa 2006,Positive,1
2011-05-19,Options Brief: Advance Auto Parts (AAP),Positive,1
2011-05-20,Goldman Sachs Lowers Price Target On Advance Auto Parts,Positive,1
2011-05-22,Hottest Technology stocks to watch- Heavily Traded Last Week,Positive,1
2011-05-23,"Top Metal Mining Stocks to watch on 5/23/11- USEG, URZ, AZC, CHNR, GMO, FCX, IVN, TC, TCK, PLM, ANO,",Positive,1
2011-05-24,Global Aluminum Industry Value to Reach $100B Barrier,Negative,-1
2011-05-25,Tomorrow's Pre-Market Data Release 05-25-2011,Positive,1
2011-05-26,Credit Suisse Reports on Advance Auto Parts,Positive,1
2011-05-27,Advance Auto in New $750M Revolving Credit,Positive,1
2011-05-31,NCI Awarded $58 Million NETCOM G5 IDIQ Contract,Negative,-1
2011-06-01,VP of Alcoa Sells 70k Shares,Positive,1
2011-06-02,Is QE3 The Next Stop For The US Fed? (Guest Post),Positive,1
2011-06-03,"Griffin Securities Initiates Adobe Systems At Buy, $44 PT",Positive,1
2011-06-05,"Mad Money Lightning Round: Cramer Likes Alcoa, Stewart Enterprises",Positive,1
2011-06-06,Life Partners Announces Receipt of Wells Notice,Positive,1
2011-06-07,"Sprint Ticking Higher, Retracing Most of its Earlier Losses",Negative,-1
2011-06-08,"DJIA Sector Update: Telecommunications Leading, Basic Materials Lagging",Neutral,0
2011-06-09,Alpha Natural Resources Announces an Amended Notice of Fundamental Change,Positive,1
2011-06-10,Citi Lowers Price Target On AllianceBernstein To $18,Positive,1
2011-06-13,Almaden Appoints Chief Financial Officer & New Director,Positive,1
2011-06-14,Siemens Invests in Energy Startup Tendril Networks,Positive,1
2011-06-15,J.P. Morgan Dives Deep Into AmerisourceBergen Corporation,Positive,1
2011-06-16,Is Social Networking Just a Fad?,Positive,1
2011-06-17,Stocks to Watch for 6/17/11: Fresh 52 Week Highs and Lows,Neutral,0
2011-06-20,Stocks and Sectors to Watch: S&P 500 Recap 6/20/11,Positive,1
2011-06-21,Hi-Tech Pharmacal Receives Final Approval for Levofloxacin Oral Solution,Negative,-1
2011-06-22,Wednesday's S&P Sector Recap 6/22/11,Positive,1
2011-06-23,At Least We Still Have Apple (AAPL),Positive,1
2011-06-24,Alcoa Awarded Multi-Year $1B Contract to Supply Leading Aluminum Solutions to Airbus,Negative,-1
2011-06-27,Stocks To Watch For June 28,Positive,1
2011-06-28,Top Percentage Pre-Market Gainers and Losers,Positive,1
2011-06-29,Monro Muffler Brake and O'Reilly Automotive to Open Near 52-Week Highs,Negative,-1
2011-06-30,Complete Preparation for Summer Earnings Season 2011,Positive,1
2011-07-01,UPDATE: Deutsche Bank Downgrades The Advisory Board Company to Hold,Neutral,0
2011-07-03,Earnings Expectations for the Week of July 4,Positive,1
2011-07-05,Hottest and Coldest Sectors For the First Half of 2011,Positive,1
2011-07-06,Stocks to Watch for 07/7/11: Fresh 52 Week Highs and Lows,Neutral,0
2011-07-07,Hearing Davenport Making Postive Comments on Alcoa with Possible $22 Takeover Target,Positive,1
2011-07-08,Hottest and Coldest Sectors for Friday 7/8/11,Positive,1
2011-07-09,Six Semiconductor Stocks Trading Near 52-Week Highs,Negative,-1
2011-07-10,Earnings Expectations for the Week of July 11,Positive,1
2011-07-11,Deutsche Bank Updates 7/11/11,Positive,1
2011-07-12,Range-Bound 07-12-2011,Positive,1
2011-07-13,First Global Reiterates Market Perform on Alcoa,Positive,1
2011-07-14,Alcoa Crosses Below 200-Day Moving Average at $15.48,Negative,-1
2011-07-15,UPDATE: J.P. Morgan Raises PT on Agilent Technologies to $63,Negative,-1
2011-07-16,High School Grade Inflation: 1991 to 2003,Positive,1
2011-07-17,Top 4 NYSE Stocks In The Aluminum Industry With The Highest Cash,Positive,1
2011-07-18,"Earnings Preview: Analysts Expect Danaher Revenue, Earnings to Dip from Previous Quarter",Neutral,0
2011-07-19,Stocks to Watch for Tuesday 7/19/2011: Fresh 52 Week Highs and Lows,Neutral,0
2011-07-20,Aaron's Acquires 30 Stores,Positive,1
2011-07-21,Thursday's Put/Call Ratio Leaders,Positive,1
2011-07-22,Goldman Sachs Updates on Car Parts,Positive,1
2011-07-24,Earnings Preview: Roper Industries Growth Seen Continuing in Wake of Northern Digital Acquisition,Negative,-1
2011-07-25,"Earnings Preview: Precision Castparts EPS, Revenue Expected to Rise from Previous Quarter",Negative,-1
2011-07-26,Asbury Automotive Reports Q2 EPS of $0.51 vs. $0.43 EST; Revenues $1.09B vs. $1.14B EST,Neutral,0
2011-07-27,Wednesday's S&P 500 Sector Recap: Hottest and Coldest Sectors,Positive,1
2011-07-28,Jefferies Has Buy On Agilent Technologies,Positive,1
2011-07-29,AllianceBernstein Reports Q2 EPS $0.35 vs $0.40 Est; Revenues $728M vs $749.24M Est,Neutral,0
2011-07-31,Stocks to Watch for Monday 8/01/2011: Fresh 52 Week Highs and Lows,Neutral,0
2011-08-01,RMR Funds' Revised Merger Documents Filed With SEC,Positive,1
2011-08-02,Hearing CRT Capital Upgraded Amedisys,Positive,1
2011-08-03,Atlantic American Announces Acquisition; Purchase A Block Of Medicare Supplement Business From Ameri,Positive,1
2011-08-04,Earnings Scheduled For August 4,Positive,1
2011-08-05,Mad Money Lightning Round: Cramer Advises Investors Not To Sell Alcoa,Positive,1
2011-08-07,EUR-GBP Needs to Break 0.8608 Support,Neutral,0
2011-08-08,Are Shares Of Gold Miners A Steal At These Levels?,Positive,1
2011-08-09,Financials and Basic Materials Surge in Early Trading,Neutral,0
2011-08-10,"Earnings Preview: Agilent Technologies' EPS, Revenue Expected to Rise",Negative,-1
2011-08-11,J.P. Morgan Remains Underweight On AAP,Neutral,0
2011-08-12,"Industrials, Oil & Gas, and Consumer Goods Lead Market Rally",Positive,1
2011-08-14,Earnings Expectations for the Week of August 15,Positive,1
2011-08-15,Agilent Says It Will Blow Through Most Optimistic China Projections,Negative,-1
2011-08-16,UPDATE: Stifel Nicolaus Lowers PT on Agilent Technologies to $50,Neutral,0
2011-08-17,Benzinga's Top Pre-Market Gainers,Negative,-1
2011-08-18,"Mad Money Lightning Round: Cramer Likes Crocs, Alcoa",Positive,1
2011-08-19,Pre-Market Losers; Cincinnati Bell Down 13%,Neutral,0
2011-08-22,Notable Put Options Activity in American Capital,Positive,1
2011-08-23,Unexpected Earthquake Rocks the East Coast,Neutral,0
2011-08-24,"Acacia Subsidiary Enters into License Agreement with e-MDs, Inc.",Negative,-1
2011-08-25,Infosys BPO Renews Contract With Alcoa,Negative,-1
2011-08-26,"Ron Paul, Master Investor?",Positive,1
2011-08-29,Top 4 Stocks In The Aluminum Industry With The Highest Operating Margin,Negative,-1
2011-08-30,Stocks Hitting 52-Week Lows,Neutral,0
2011-08-31,"Aaron's, Inc. Acquires Eight More Weekly Stores",Positive,1
2011-09-01,AECOM Awarded Us$35.5-million Contract For Preliminary Engineering Of Edmonton Light Rail Transit Sy,Negative,-1
2011-09-02,AmerisourceBergen Acquires Premier Source; Terms Not Disclosed,Positive,1
2011-09-05,"Merger Arbitrage Mondays – September 05, 2011",Positive,1
2011-09-06,Morning Market Movers,Positive,1
2011-09-07,Gold and Mining Stocks Alert,Positive,1
2011-09-08,"Financials, Industrials, and Basic Materials Slide into the Close",Neutral,0
2011-09-09,Violent Pullback 09-09-2011,Neutral,0
2011-09-12,"UPDATE: Dahlman Provides Industry Update, AA and FCX Increase PT",Positive,1
2011-09-13,Advance Auto Parts Elects Jim Wade to Board of Directors,Positive,1
2011-09-14,How to Trade on News of Slowing Asian Growth,Positive,1
2011-09-15,"Alcoa to Invest Approximately $300M in Davenport, Iowa Plant, Adds 150 Jobs",Negative,-1
